frames,payloadBytes,timeoutMs,batchSize,initialBatchSize,flushIntervalMs,jitterMs,p50Ms,p99Ms,maxMs,throughputMsgSec,received,dropped,outstanding,clientFlushes,clientAvgBuffers,clientMaxBuffers,clientAvgBytes,clientMaxBytes,clientBackpressure,serverFlushes,serverAvgBuffers,serverMaxBuffers,serverAvgBytes,serverMaxBytes,serverBackpressure
10000,1024,10000,16,16,1,0,1046.441,1105.466,1107.758,5515.855,10000,0,0,1069,9.355,16,9653.882,16512,16,527,18.975,48,19582.543,49536,3904
