frames,payloadBytes,timeoutMs,batchSize,flushIntervalMs,p50Ms,p99Ms,maxMs,throughputMsgSec,received,dropped,outstanding,clientFlushes,clientAvgBuffers,clientMaxBuffers,clientAvgBytes,clientMaxBytes,clientBackpressure,serverFlushes,serverAvgBuffers,serverMaxBuffers,serverAvgBytes,serverMaxBytes,serverBackpressure
10000,1024,10000,64,1,916.244,960.363,964.151,6299.981,10000,0,0,1192,8.389,32,8657.718,33024,56,358,27.933,86,28826.816,88752,5972
